GC%_100bpWindowSize	FrequencyAcrossAssembly	SampleID	SequencingTechnology	RelativeDepth
88.0	938	M0011368_9	PacBio_DP_PBN	0.8005471125201868
89.0	466	M0011368_9	PacBio_DP_PBN	0.7594229721782515
90.0	190	M0011368_9	PacBio_DP_PBN	0.822367617921591
91.0	61	M0011368_9	PacBio_DP_PBN	0.843949565061201
35.0	29	M0014888_3	PacBio_DP_PBN	0.9404867560259366
36.0	76	M0014888_3	PacBio_DP_PBN	0.8686851905369316
37.0	95	M0014888_3	PacBio_DP_PBN	0.9248077090115367
38.0	126	M0014888_3	PacBio_DP_PBN	0.9578818908065575
39.0	173	M0014888_3	PacBio_DP_PBN	0.9997813644995445
40.0	311	M0014888_3	PacBio_DP_PBN	1.0075163667329294
41.0	493	M0014888_3	PacBio_DP_PBN	0.9847801797080594
42.0	751	M0014888_3	PacBio_DP_PBN	0.9687754160780604
43.0	958	M0014888_3	PacBio_DP_PBN	0.9617495853054887
44.0	1373	M0014888_3	PacBio_DP_PBN	0.9518217460533223
45.0	1847	M0014888_3	PacBio_DP_PBN	0.943371327334471
46.0	2422	M0014888_3	PacBio_DP_PBN	0.9392507466830476
47.0	3381	M0014888_3	PacBio_DP_PBN	0.9429757140596919
48.0	4755	M0014888_3	PacBio_DP_PBN	0.9416192220869032
49.0	6668	M0014888_3	PacBio_DP_PBN	0.9492611404013614
50.0	9566	M0014888_3	PacBio_DP_PBN	0.948152553754381
51.0	13523	M0014888_3	PacBio_DP_PBN	0.9499536019566831
52.0	18838	M0014888_3	PacBio_DP_PBN	0.9509982388590202
53.0	26213	M0014888_3	PacBio_DP_PBN	0.954995503568891
54.0	36117	M0014888_3	PacBio_DP_PBN	0.9587360982811188
55.0	49631	M0014888_3	PacBio_DP_PBN	0.9643478402511583
56.0	66876	M0014888_3	PacBio_DP_PBN	0.9685059065365393
57.0	87368	M0014888_3	PacBio_DP_PBN	0.9745832104561525
58.0	114146	M0014888_3	PacBio_DP_PBN	0.9790014727050955
59.0	147246	M0014888_3	PacBio_DP_PBN	0.9834803054570073
60.0	183940	M0014888_3	PacBio_DP_PBN	0.9871999633016159
61.0	220141	M0014888_3	PacBio_DP_PBN	0.99168051253258
62.0	253705	M0014888_3	PacBio_DP_PBN	0.9966040372933219
63.0	285738	M0014888_3	PacBio_DP_PBN	1.0004830970960283
64.0	307502	M0014888_3	PacBio_DP_PBN	1.0036120779455213
65.0	318469	M0014888_3	PacBio_DP_PBN	1.0073887343329289
66.0	321390	M0014888_3	PacBio_DP_PBN	1.0091572967609095
67.0	311042	M0014888_3	PacBio_DP_PBN	1.0115286888790913
68.0	291693	M0014888_3	PacBio_DP_PBN	1.0151584554090416
69.0	263329	M0014888_3	PacBio_DP_PBN	1.0171490501718463
70.0	228866	M0014888_3	PacBio_DP_PBN	1.0189084021753725
71.0	191112	M0014888_3	PacBio_DP_PBN	1.019890785798203
72.0	151884	M0014888_3	PacBio_DP_PBN	1.0224872693299794
73.0	119335	M0014888_3	PacBio_DP_PBN	1.0212462409320078
74.0	91338	M0014888_3	PacBio_DP_PBN	1.0184843366119327
75.0	68272	M0014888_3	PacBio_DP_PBN	1.0124121728172981
76.0	50562	M0014888_3	PacBio_DP_PBN	1.0005354458028193
77.0	36991	M0014888_3	PacBio_DP_PBN	0.9825112245709549
78.0	27347	M0014888_3	PacBio_DP_PBN	0.9559811643963452
79.0	20388	M0014888_3	PacBio_DP_PBN	0.9238041488226058
80.0	15660	M0014888_3	PacBio_DP_PBN	0.8911756899144685
81.0	12656	M0014888_3	PacBio_DP_PBN	0.8519044964912781
82.0	9788	M0014888_3	PacBio_DP_PBN	0.8315052206031912
83.0	8158	M0014888_3	PacBio_DP_PBN	0.8172528086023063
84.0	5915	M0014888_3	PacBio_DP_PBN	0.8048521949770079
85.0	4545	M0014888_3	PacBio_DP_PBN	0.7878761602787208
86.0	3239	M0014888_3	PacBio_DP_PBN	0.7756677376670849
87.0	1971	M0014888_3	PacBio_DP_PBN	0.8102243153024936
88.0	1112	M0014888_3	PacBio_DP_PBN	0.8026934326185312
89.0	540	M0014888_3	PacBio_DP_PBN	0.7904553397920235
90.0	270	M0014888_3	PacBio_DP_PBN	0.7935505144043457
91.0	84	M0014888_3	PacBio_DP_PBN	0.7676707775136677
35.0	29	M0016395_7	PacBio_DP_PBN	0.855723891071169
36.0	76	M0016395_7	PacBio_DP_PBN	0.7610611167909094
37.0	95	M0016395_7	PacBio_DP_PBN	0.904415485964553
38.0	126	M0016395_7	PacBio_DP_PBN	0.9761441486082074
39.0	177	M0016395_7	PacBio_DP_PBN	1.0336891440841047
40.0	315	M0016395_7	PacBio_DP_PBN	1.030908183606266
41.0	515	M0016395_7	PacBio_DP_PBN	1.0107125103268952
42.0	759	M0016395_7	PacBio_DP_PBN	1.0189080982916212
43.0	975	M0016395_7	PacBio_DP_PBN	1.001097828766458
44.0	1401	M0016395_7	PacBio_DP_PBN	0.9901718984571166
45.0	1894	M0016395_7	PacBio_DP_PBN	0.9915419878372637
46.0	2491	M0016395_7	PacBio_DP_PBN	0.9930005432153013
47.0	3435	M0016395_7	PacBio_DP_PBN	1.0114754454128876
48.0	4838	M0016395_7	PacBio_DP_PBN	1.0148686598961898
49.0	6810	M0016395_7	PacBio_DP_PBN	1.0069700609966012
50.0	9627	M0016395_7	PacBio_DP_PBN	1.002612530117531
51.0	13496	M0016395_7	PacBio_DP_PBN	0.9992865307564825
52.0	18777	M0016395_7	PacBio_DP_PBN	0.9972144323100486
53.0	26346	M0016395_7	PacBio_DP_PBN	1.0009230114880894
54.0	36368	M0016395_7	PacBio_DP_PBN	1.0061399628191927
55.0	49909	M0016395_7	PacBio_DP_PBN	1.0066643075088564
56.0	67207	M0016395_7	PacBio_DP_PBN	1.0074294003112052
57.0	87783	M0016395_7	PacBio_DP_PBN	1.0074346620744226
58.0	114687	M0016395_7	PacBio_DP_PBN	1.0065572484663192
59.0	148247	M0016395_7	PacBio_DP_PBN	1.006477408182918
60.0	184915	M0016395_7	PacBio_DP_PBN	1.0056654089848607
61.0	221703	M0016395_7	PacBio_DP_PBN	1.0062619907672017
62.0	255938	M0016395_7	PacBio_DP_PBN	1.0086715548138687
63.0	287880	M0016395_7	PacBio_DP_PBN	1.0091695362712254
64.0	309476	M0016395_7	PacBio_DP_PBN	1.0078989364557112
65.0	320711	M0016395_7	PacBio_DP_PBN	1.0076233237898684
66.0	323830	M0016395_7	PacBio_DP_PBN	1.0066844986261219
67.0	313095	M0016395_7	PacBio_DP_PBN	1.006462596446594
68.0	292953	M0016395_7	PacBio_DP_PBN	1.0059911634542653
69.0	264640	M0016395_7	PacBio_DP_PBN	1.0054868614544759
70.0	229853	M0016395_7	PacBio_DP_PBN	1.005056507101453
71.0	191975	M0016395_7	PacBio_DP_PBN	1.0026744480039127
72.0	152352	M0016395_7	PacBio_DP_PBN	1.0011029144314316
73.0	119439	M0016395_7	PacBio_DP_PBN	0.9979795053076453
74.0	91291	M0016395_7	PacBio_DP_PBN	0.9913027592417969
75.0	67972	M0016395_7	PacBio_DP_PBN	0.98063790445069
76.0	50138	M0016395_7	PacBio_DP_PBN	0.964583931343434
77.0	36815	M0016395_7	PacBio_DP_PBN	0.9408355543007519
78.0	27194	M0016395_7	PacBio_DP_PBN	0.9097035181789341
79.0	20201	M0016395_7	PacBio_DP_PBN	0.871772921752991
80.0	15463	M0016395_7	PacBio_DP_PBN	0.8343776630776588
81.0	12589	M0016395_7	PacBio_DP_PBN	0.7951139064269579
82.0	9800	M0016395_7	PacBio_DP_PBN	0.7738335418936952
83.0	7953	M0016395_7	PacBio_DP_PBN	0.7636892490220941
84.0	5627	M0016395_7	PacBio_DP_PBN	0.7501176651807089
85.0	4202	M0016395_7	PacBio_DP_PBN	0.7354560824124345
86.0	3065	M0016395_7	PacBio_DP_PBN	0.7190751303434066
87.0	1771	M0016395_7	PacBio_DP_PBN	0.7484458422100827
88.0	995	M0016395_7	PacBio_DP_PBN	0.7180530686415776
89.0	432	M0016395_7	PacBio_DP_PBN	0.6582671476654985
90.0	203	M0016395_7	PacBio_DP_PBN	0.6701481158377767
91.0	85	M0016395_7	PacBio_DP_PBN	0.6525028192165668
35.0	29	M0010874_7	PacBio_DP_PBN	0.8911176733188019
36.0	76	M0010874_7	PacBio_DP_PBN	0.8482208208925245
37.0	95	M0010874_7	PacBio_DP_PBN	0.9187321563513052
38.0	126	M0010874_7	PacBio_DP_PBN	0.9511638459805891
39.0	177	M0010874_7	PacBio_DP_PBN	0.9639692853223777
40.0	312	M0010874_7	PacBio_DP_PBN	0.9651616394687085
41.0	506	M0010874_7	PacBio_DP_PBN	0.9557787474459606
42.0	762	M0010874_7	PacBio_DP_PBN	0.9549897551361073
43.0	953	M0010874_7	PacBio_DP_PBN	0.957320907176611
44.0	1374	M0010874_7	PacBio_DP_PBN	0.9575892438318244
45.0	1869	M0010874_7	PacBio_DP_PBN	0.9641018889502931
46.0	2450	M0010874_7	PacBio_DP_PBN	0.9690428436538421
47.0	3401	M0010874_7	PacBio_DP_PBN	0.9773357537815345
48.0	4788	M0010874_7	PacBio_DP_PBN	0.9747091818499805
49.0	6642	M0010874_7	PacBio_DP_PBN	0.9795786875797469
50.0	9433	M0010874_7	PacBio_DP_PBN	0.9831012352484604
51.0	13401	M0010874_7	PacBio_DP_PBN	0.9851583756193871
52.0	18678	M0010874_7	PacBio_DP_PBN	0.985756695055622
53.0	26291	M0010874_7	PacBio_DP_PBN	0.9873839476295644
54.0	36232	M0010874_7	PacBio_DP_PBN	0.9886767291786667
55.0	49739	M0010874_7	PacBio_DP_PBN	0.993951432748754
56.0	66940	M0010874_7	PacBio_DP_PBN	0.9952669615433567
57.0	87492	M0010874_7	PacBio_DP_PBN	0.9979125465001805
58.0	114359	M0010874_7	PacBio_DP_PBN	0.9986080634121302
59.0	147690	M0010874_7	PacBio_DP_PBN	1.0009544035525673
60.0	183714	M0010874_7	PacBio_DP_PBN	1.003229008560004
61.0	220163	M0010874_7	PacBio_DP_PBN	1.0047002303486774
62.0	254073	M0010874_7	PacBio_DP_PBN	1.0065303708551825
63.0	286225	M0010874_7	PacBio_DP_PBN	1.007722558649769
64.0	308025	M0010874_7	PacBio_DP_PBN	1.0091275225003518
65.0	319078	M0010874_7	PacBio_DP_PBN	1.009670556917025
66.0	322246	M0010874_7	PacBio_DP_PBN	1.0096949916936195
67.0	311442	M0010874_7	PacBio_DP_PBN	1.010324132425956
68.0	291518	M0010874_7	PacBio_DP_PBN	1.00995860833943
69.0	263041	M0010874_7	PacBio_DP_PBN	1.007424160278723
70.0	228685	M0010874_7	PacBio_DP_PBN	1.0059760154546658
71.0	190900	M0010874_7	PacBio_DP_PBN	1.0049375283414543
72.0	151324	M0010874_7	PacBio_DP_PBN	1.0017724768526264
73.0	118847	M0010874_7	PacBio_DP_PBN	0.9966680948463877
74.0	90816	M0010874_7	PacBio_DP_PBN	0.9912058004428035
75.0	67499	M0010874_7	PacBio_DP_PBN	0.981778023063056
76.0	49770	M0010874_7	PacBio_DP_PBN	0.967200586202234
77.0	36437	M0010874_7	PacBio_DP_PBN	0.9484074242846635
78.0	26901	M0010874_7	PacBio_DP_PBN	0.9218226237089878
79.0	19871	M0010874_7	PacBio_DP_PBN	0.893932984380229
80.0	15356	M0010874_7	PacBio_DP_PBN	0.8576240824176383
81.0	12629	M0010874_7	PacBio_DP_PBN	0.8201076128070218
82.0	9730	M0010874_7	PacBio_DP_PBN	0.7985515927030864
83.0	7766	M0010874_7	PacBio_DP_PBN	0.7855021327525398
84.0	5574	M0010874_7	PacBio_DP_PBN	0.7651209450699406
85.0	4061	M0010874_7	PacBio_DP_PBN	0.7543887120608659
86.0	3068	M0010874_7	PacBio_DP_PBN	0.7316283707412682
87.0	1771	M0010874_7	PacBio_DP_PBN	0.7597821194753713
88.0	1101	M0010874_7	PacBio_DP_PBN	0.7503601769478094
89.0	541	M0010874_7	PacBio_DP_PBN	0.7322967396263432
90.0	242	M0010874_7	PacBio_DP_PBN	0.7405037212824022
91.0	92	M0010874_7	PacBio_DP_PBN	0.7193281879825667
35.0	29	01_R1430	PacBio_DP_PBN	0.9746625605564535
36.0	76	01_R1430	PacBio_DP_PBN	0.908752532333529
37.0	95	01_R1430	PacBio_DP_PBN	0.9207575959338974
38.0	126	01_R1430	PacBio_DP_PBN	0.9491475924921315
39.0	174	01_R1430	PacBio_DP_PBN	0.9774591424219802
40.0	313	01_R1430	PacBio_DP_PBN	1.0007008751955306
41.0	505	01_R1430	PacBio_DP_PBN	0.9828184411958095
42.0	760	01_R1430	PacBio_DP_PBN	0.9902453666299778
43.0	964	01_R1430	PacBio_DP_PBN	0.9866501828105831
44.0	1394	01_R1430	PacBio_DP_PBN	0.97422078179387
45.0	1884	01_R1430	PacBio_DP_PBN	0.9684819228053859
46.0	2460	01_R1430	PacBio_DP_PBN	0.9768052512118635
47.0	3431	01_R1430	PacBio_DP_PBN	0.9870126204516925
48.0	4857	01_R1430	PacBio_DP_PBN	0.9811743430325655
49.0	6764	01_R1430	PacBio_DP_PBN	0.983962820439393
50.0	9628	01_R1430	PacBio_DP_PBN	0.9837924348916571
51.0	13480	01_R1430	PacBio_DP_PBN	0.9842659443260354
52.0	18882	01_R1430	PacBio_DP_PBN	0.980989569831367
53.0	26325	01_R1430	PacBio_DP_PBN	0.9854872384399724
54.0	36277	01_R1430	PacBio_DP_PBN	0.9941983913262661
55.0	49898	01_R1430	PacBio_DP_PBN	0.9965509610455159
56.0	67199	01_R1430	PacBio_DP_PBN	1.000053690500011
57.0	87722	01_R1430	PacBio_DP_PBN	1.0029502475672134
58.0	114680	01_R1430	PacBio_DP_PBN	1.004105323306023
59.0	148049	01_R1430	PacBio_DP_PBN	1.0049849783239664
60.0	184245	01_R1430	PacBio_DP_PBN	1.0049140799209229
61.0	220888	01_R1430	PacBio_DP_PBN	1.0053921164740158
62.0	254705	01_R1430	PacBio_DP_PBN	1.006988979446394
63.0	287077	01_R1430	PacBio_DP_PBN	1.0078345064573069
64.0	308624	01_R1430	PacBio_DP_PBN	1.0084097622163046
65.0	319688	01_R1430	PacBio_DP_PBN	1.008634519906206
66.0	322910	01_R1430	PacBio_DP_PBN	1.0085975878474696
67.0	312278	01_R1430	PacBio_DP_PBN	1.0083560928480433
68.0	292118	01_R1430	PacBio_DP_PBN	1.0088171648093767
69.0	263852	01_R1430	PacBio_DP_PBN	1.0077716766514297
70.0	229393	01_R1430	PacBio_DP_PBN	1.0067680944499002
71.0	191630	01_R1430	PacBio_DP_PBN	1.0051218921442744
72.0	151859	01_R1430	PacBio_DP_PBN	1.0027381074327832
73.0	119398	01_R1430	PacBio_DP_PBN	0.9993698387677078
74.0	91127	01_R1430	PacBio_DP_PBN	0.9933158249365615
75.0	67943	01_R1430	PacBio_DP_PBN	0.98198265417233
76.0	49980	01_R1430	PacBio_DP_PBN	0.9682254703350653
77.0	36775	01_R1430	PacBio_DP_PBN	0.9457980714404111
78.0	27017	01_R1430	PacBio_DP_PBN	0.9143845826320007
79.0	19913	01_R1430	PacBio_DP_PBN	0.8778505683117058
80.0	15493	01_R1430	PacBio_DP_PBN	0.8373887020020768
81.0	12600	01_R1430	PacBio_DP_PBN	0.7935653689331391
82.0	9780	01_R1430	PacBio_DP_PBN	0.7684700121122717
83.0	7849	01_R1430	PacBio_DP_PBN	0.7543330304365912
84.0	5591	01_R1430	PacBio_DP_PBN	0.7326996392150285
85.0	4059	01_R1430	PacBio_DP_PBN	0.722532754723006
86.0	3010	01_R1430	PacBio_DP_PBN	0.7082605865665895
87.0	1746	01_R1430	PacBio_DP_PBN	0.7340374085026
88.0	955	01_R1430	PacBio_DP_PBN	0.7254053475730704
89.0	470	01_R1430	PacBio_DP_PBN	0.7009285733869485
90.0	190	01_R1430	PacBio_DP_PBN	0.78511884657835
91.0	61	01_R1430	PacBio_DP_PBN	0.7799183680815047
35.0	29	02_R0894	PacBio_DP_PBN	0.9370123679595985
36.0	76	02_R0894	PacBio_DP_PBN	0.9346818808355625
37.0	95	02_R0894	PacBio_DP_PBN	0.9088344304685471
38.0	126	02_R0894	PacBio_DP_PBN	0.9143202871047404
39.0	173	02_R0894	PacBio_DP_PBN	0.9406272726924043
40.0	311	02_R0894	PacBio_DP_PBN	0.9385697227410533
41.0	493	02_R0894	PacBio_DP_PBN	0.9455008008263945
42.0	751	02_R0894	PacBio_DP_PBN	0.9683353483781069
43.0	964	02_R0894	PacBio_DP_PBN	0.9655834886538875
44.0	1389	02_R0894	PacBio_DP_PBN	0.9654543570490993
45.0	1864	02_R0894	PacBio_DP_PBN	0.9616482487217176
46.0	2446	02_R0894	PacBio_DP_PBN	0.9624279605101552
47.0	3422	02_R0894	PacBio_DP_PBN	0.9677477344410887
48.0	4834	02_R0894	PacBio_DP_PBN	0.9664098313317886
49.0	6753	02_R0894	PacBio_DP_PBN	0.9633868960345917
50.0	9649	02_R0894	PacBio_DP_PBN	0.9648483733133587
51.0	13596	02_R0894	PacBio_DP_PBN	0.9651388424088272
52.0	18887	02_R0894	PacBio_DP_PBN	0.9661576855510664
53.0	26259	02_R0894	PacBio_DP_PBN	0.9688840614513471
54.0	36265	02_R0894	PacBio_DP_PBN	0.9680208152789326
55.0	49748	02_R0894	PacBio_DP_PBN	0.9709479367810357
56.0	67224	02_R0894	PacBio_DP_PBN	0.9738366562201108
57.0	87777	02_R0894	PacBio_DP_PBN	0.9780262922708973
58.0	114548	02_R0894	PacBio_DP_PBN	0.9818453612912582
59.0	147869	02_R0894	PacBio_DP_PBN	0.9847494814464263
60.0	184796	02_R0894	PacBio_DP_PBN	0.9882458180904703
61.0	221392	02_R0894	PacBio_DP_PBN	0.9924284538345679
62.0	255374	02_R0894	PacBio_DP_PBN	0.9970445352867384
63.0	287297	02_R0894	PacBio_DP_PBN	1.0007456358755888
64.0	308972	02_R0894	PacBio_DP_PBN	1.003112012800566
65.0	320227	02_R0894	PacBio_DP_PBN	1.0047598115537362
66.0	323783	02_R0894	PacBio_DP_PBN	1.0067032620447505
67.0	313135	02_R0894	PacBio_DP_PBN	1.0083227856738082
68.0	293186	02_R0894	PacBio_DP_PBN	1.010862850630966
69.0	264569	02_R0894	PacBio_DP_PBN	1.0127332364960522
70.0	229843	02_R0894	PacBio_DP_PBN	1.0147523209858953
71.0	191735	02_R0894	PacBio_DP_PBN	1.0163132190054154
72.0	152424	02_R0894	PacBio_DP_PBN	1.0179670548699902
73.0	119775	02_R0894	PacBio_DP_PBN	1.017968829129472
74.0	91627	02_R0894	PacBio_DP_PBN	1.017187000302739
75.0	68403	02_R0894	PacBio_DP_PBN	1.0132703134690562
76.0	50541	02_R0894	PacBio_DP_PBN	1.0027226072967037
77.0	37014	02_R0894	PacBio_DP_PBN	0.9900848290262181
78.0	27439	02_R0894	PacBio_DP_PBN	0.9700654717551787
79.0	20565	02_R0894	PacBio_DP_PBN	0.942497020541304
80.0	15759	02_R0894	PacBio_DP_PBN	0.92395786387513
81.0	12766	02_R0894	PacBio_DP_PBN	0.897109465642924
82.0	9872	02_R0894	PacBio_DP_PBN	0.8845830350323438
83.0	8297	02_R0894	PacBio_DP_PBN	0.8735140415684076
84.0	6037	02_R0894	PacBio_DP_PBN	0.8666710348725327
85.0	4714	02_R0894	PacBio_DP_PBN	0.848412010457588
86.0	3348	02_R0894	PacBio_DP_PBN	0.8433534530325594
87.0	1994	02_R0894	PacBio_DP_PBN	0.8816694938974983
88.0	1143	02_R0894	PacBio_DP_PBN	0.8483706701380119
89.0	579	02_R0894	PacBio_DP_PBN	0.8283709040675664
90.0	234	02_R0894	PacBio_DP_PBN	0.8058151210132033
91.0	78	02_R0894	PacBio_DP_PBN	0.8208926439361861
35.0	29	02_R1708	PacBio_DP_PBN	0.9237120632290032
36.0	76	02_R1708	PacBio_DP_PBN	0.879371003521254
37.0	95	02_R1708	PacBio_DP_PBN	0.895814167627907
38.0	126	02_R1708	PacBio_DP_PBN	0.9504697005806436
39.0	173	02_R1708	PacBio_DP_PBN	0.9733427503714743
40.0	311	02_R1708	PacBio_DP_PBN	0.9880691248915762
41.0	493	02_R1708	PacBio_DP_PBN	0.980020623728488
42.0	751	02_R1708	PacBio_DP_PBN	0.9741374913215225
43.0	964	02_R1708	PacBio_DP_PBN	0.9747663522594193
44.0	1389	02_R1708	PacBio_DP_PBN	0.9656945920163924
45.0	1864	02_R1708	PacBio_DP_PBN	0.9642640285109477
46.0	2446	02_R1708	PacBio_DP_PBN	0.9623368786471912
47.0	3422	02_R1708	PacBio_DP_PBN	0.9664569420933546
48.0	4836	02_R1708	PacBio_DP_PBN	0.960156628792535
49.0	6773	02_R1708	PacBio_DP_PBN	0.966217315780945
50.0	9703	02_R1708	PacBio_DP_PBN	0.9719561261804179
51.0	13709	02_R1708	PacBio_DP_PBN	0.9750229888479633
52.0	19014	02_R1708	PacBio_DP_PBN	0.9726092306887851
53.0	26428	02_R1708	PacBio_DP_PBN	0.9781067743017717
54.0	36427	02_R1708	PacBio_DP_PBN	0.9813008705279969
55.0	49955	02_R1708	PacBio_DP_PBN	0.9837179030398563
56.0	67446	02_R1708	PacBio_DP_PBN	0.9891340583461756
57.0	88130	02_R1708	PacBio_DP_PBN	0.9921414549253427
58.0	114967	02_R1708	PacBio_DP_PBN	0.9949456272969102
59.0	148326	02_R1708	PacBio_DP_PBN	0.9973910455171171
60.0	185163	02_R1708	PacBio_DP_PBN	0.9993929049959114
61.0	221714	02_R1708	PacBio_DP_PBN	1.0011821944164714
62.0	255661	02_R1708	PacBio_DP_PBN	1.0033664289698747
63.0	287610	02_R1708	PacBio_DP_PBN	1.0051203926607863
64.0	309195	02_R1708	PacBio_DP_PBN	1.0074997025778185
65.0	320416	02_R1708	PacBio_DP_PBN	1.0088432409690116
66.0	323898	02_R1708	PacBio_DP_PBN	1.0097407346893343
67.0	313192	02_R1708	PacBio_DP_PBN	1.0094186876192237
68.0	293249	02_R1708	PacBio_DP_PBN	1.0097656269439577
69.0	264636	02_R1708	PacBio_DP_PBN	1.0098385991727583
70.0	229868	02_R1708	PacBio_DP_PBN	1.0101096925666877
71.0	191753	02_R1708	PacBio_DP_PBN	1.00995641460659
72.0	152439	02_R1708	PacBio_DP_PBN	1.009648652664778
73.0	119800	02_R1708	PacBio_DP_PBN	1.006166166908304
74.0	91671	02_R1708	PacBio_DP_PBN	1.001591528245798
75.0	68438	02_R1708	PacBio_DP_PBN	0.9923598060419312
76.0	50577	02_R1708	PacBio_DP_PBN	0.9776822566991271
77.0	37019	02_R1708	PacBio_DP_PBN	0.9604011686832364
78.0	27447	02_R1708	PacBio_DP_PBN	0.9340447195224383
79.0	20576	02_R1708	PacBio_DP_PBN	0.8985358510276399
80.0	15742	02_R1708	PacBio_DP_PBN	0.8646189269695224
81.0	12765	02_R1708	PacBio_DP_PBN	0.8259626559029292
82.0	9870	02_R1708	PacBio_DP_PBN	0.8050058846413318
83.0	8297	02_R1708	PacBio_DP_PBN	0.7931497785420858
84.0	6036	02_R1708	PacBio_DP_PBN	0.7775576887326395
85.0	4719	02_R1708	PacBio_DP_PBN	0.7566608399020777
86.0	3342	02_R1708	PacBio_DP_PBN	0.7479106623925087
87.0	1988	02_R1708	PacBio_DP_PBN	0.7570612726747729
88.0	1148	02_R1708	PacBio_DP_PBN	0.7462072330913
89.0	576	02_R1708	PacBio_DP_PBN	0.718941582350866
90.0	234	02_R1708	PacBio_DP_PBN	0.7690245829865632
91.0	76	02_R1708	PacBio_DP_PBN	0.7288381013463079
35.0	29	02_R1896	PacBio_DP_PBN	0.884959172946438
36.0	76	02_R1896	PacBio_DP_PBN	0.8290142577634932
37.0	94	02_R1896	PacBio_DP_PBN	0.9143643783602543
38.0	121	02_R1896	PacBio_DP_PBN	0.9386751146502232
39.0	170	02_R1896	PacBio_DP_PBN	0.9727464041085485
40.0	308	02_R1896	PacBio_DP_PBN	0.9726535574298769
41.0	484	02_R1896	PacBio_DP_PBN	0.9865858466269599
42.0	744	02_R1896	PacBio_DP_PBN	0.9922472949239314
43.0	940	02_R1896	PacBio_DP_PBN	0.991180881988393
44.0	1346	02_R1896	PacBio_DP_PBN	0.9860604224242915
45.0	1859	02_R1896	PacBio_DP_PBN	1.000289751591126
46.0	2431	02_R1896	PacBio_DP_PBN	0.9966234397243952
47.0	3348	02_R1896	PacBio_DP_PBN	1.009112866069498
48.0	4748	02_R1896	PacBio_DP_PBN	1.006998117475207
49.0	6691	02_R1896	PacBio_DP_PBN	1.0089947382906272
50.0	9570	02_R1896	PacBio_DP_PBN	1.005734360103362
51.0	13497	02_R1896	PacBio_DP_PBN	1.0035499443639546
52.0	18901	02_R1896	PacBio_DP_PBN	1.0007203033553291
53.0	26286	02_R1896	PacBio_DP_PBN	1.0040893782824125
54.0	36277	02_R1896	PacBio_DP_PBN	1.0078725810074196
55.0	49808	02_R1896	PacBio_DP_PBN	1.0054743019494206
56.0	67146	02_R1896	PacBio_DP_PBN	1.0079765829401883
57.0	87830	02_R1896	PacBio_DP_PBN	1.0085304396659205
58.0	114749	02_R1896	PacBio_DP_PBN	1.0080925834326735
59.0	147941	02_R1896	PacBio_DP_PBN	1.007680562653283
60.0	184226	02_R1896	PacBio_DP_PBN	1.0076236419082634
61.0	221035	02_R1896	PacBio_DP_PBN	1.007362817784
62.0	255027	02_R1896	PacBio_DP_PBN	1.0088538956518533
63.0	287347	02_R1896	PacBio_DP_PBN	1.0093467065881878
64.0	308755	02_R1896	PacBio_DP_PBN	1.0084485675206634
65.0	319938	02_R1896	PacBio_DP_PBN	1.0084314618039034
66.0	323145	02_R1896	PacBio_DP_PBN	1.00748554535137
67.0	312175	02_R1896	PacBio_DP_PBN	1.0068300081122508
68.0	291813	02_R1896	PacBio_DP_PBN	1.0067168345526507
69.0	263416	02_R1896	PacBio_DP_PBN	1.0064567641815487
70.0	229124	02_R1896	PacBio_DP_PBN	1.0051805264548188
71.0	191634	02_R1896	PacBio_DP_PBN	1.0032800147451961
72.0	151680	02_R1896	PacBio_DP_PBN	1.001155334674077
73.0	119208	02_R1896	PacBio_DP_PBN	0.9973894341662722
74.0	91101	02_R1896	PacBio_DP_PBN	0.9894093123169622
75.0	67793	02_R1896	PacBio_DP_PBN	0.9762095876904412
76.0	49766	02_R1896	PacBio_DP_PBN	0.9585793468075008
77.0	36614	02_R1896	PacBio_DP_PBN	0.9361018532608137
78.0	27017	02_R1896	PacBio_DP_PBN	0.9030391140626114
79.0	19897	02_R1896	PacBio_DP_PBN	0.8600620529197934
80.0	15266	02_R1896	PacBio_DP_PBN	0.8170191656954708
81.0	12542	02_R1896	PacBio_DP_PBN	0.7727937268715636
82.0	9638	02_R1896	PacBio_DP_PBN	0.7483291208047732
83.0	7801	02_R1896	PacBio_DP_PBN	0.7310322142882679
84.0	5503	02_R1896	PacBio_DP_PBN	0.7107816345448904
85.0	4029	02_R1896	PacBio_DP_PBN	0.6984583377976037
86.0	3041	02_R1896	PacBio_DP_PBN	0.6832675895735328
87.0	1746	02_R1896	PacBio_DP_PBN	0.7078684835739768
88.0	911	02_R1896	PacBio_DP_PBN	0.6950314842161406
89.0	456	02_R1896	PacBio_DP_PBN	0.6573320274779075
90.0	179	02_R1896	PacBio_DP_PBN	0.7119789954108426
91.0	59	02_R1896	PacBio_DP_PBN	0.7281573454147736
35.0	29	M0016737_0	PacBio_DP_PBN	0.8946748585858461
36.0	76	M0016737_0	PacBio_DP_PBN	0.8545588464707846
37.0	97	M0016737_0	PacBio_DP_PBN	0.8948227530845666
38.0	136	M0016737_0	PacBio_DP_PBN	0.9275154120051845
39.0	172	M0016737_0	PacBio_DP_PBN	0.9462354175813958
40.0	313	M0016737_0	PacBio_DP_PBN	0.9512569357644847
