GC%_100bpWindowSize	FrequencyAcrossAssembly	SampleID	SequencingTechnology	RelativeDepth
53.0	26624	N0155	Illumina_DP_PBN	0.6589969372146582
54.0	36565	N0155	Illumina_DP_PBN	0.6816510792733044
55.0	49877	N0155	Illumina_DP_PBN	0.7079104435268371
56.0	67140	N0155	Illumina_DP_PBN	0.73521705826001
57.0	88077	N0155	Illumina_DP_PBN	0.7713487379215972
58.0	114731	N0155	Illumina_DP_PBN	0.8008320539405439
59.0	148030	N0155	Illumina_DP_PBN	0.8287569378239317
60.0	184173	N0155	Illumina_DP_PBN	0.8592605905711048
61.0	221348	N0155	Illumina_DP_PBN	0.893035724725752
62.0	255172	N0155	Illumina_DP_PBN	0.9267166885545284
63.0	286710	N0155	Illumina_DP_PBN	0.9593607557390177
64.0	308887	N0155	Illumina_DP_PBN	0.9909016225703818
65.0	320098	N0155	Illumina_DP_PBN	1.023993811104433
66.0	323361	N0155	Illumina_DP_PBN	1.05535738215373
67.0	312950	N0155	Illumina_DP_PBN	1.0835514584762205
68.0	292307	N0155	Illumina_DP_PBN	1.1094602333089743
69.0	264172	N0155	Illumina_DP_PBN	1.1335688278196319
70.0	230184	N0155	Illumina_DP_PBN	1.1566041368847655
71.0	191743	N0155	Illumina_DP_PBN	1.1718792609152426
72.0	152090	N0155	Illumina_DP_PBN	1.1859734146568728
73.0	119801	N0155	Illumina_DP_PBN	1.1940729834029518
74.0	91364	N0155	Illumina_DP_PBN	1.1860746362214767
75.0	68160	N0155	Illumina_DP_PBN	1.1634292010177345
76.0	50003	N0155	Illumina_DP_PBN	1.1105413370413848
77.0	36576	N0155	Illumina_DP_PBN	1.025686340269748
78.0	27041	N0155	Illumina_DP_PBN	0.9155860707354867
79.0	19862	N0155	Illumina_DP_PBN	0.7696628941909404
80.0	15315	N0155	Illumina_DP_PBN	0.6298462360113707
81.0	12371	N0155	Illumina_DP_PBN	0.47703009314691097
82.0	9545	N0155	Illumina_DP_PBN	0.3737045965211174
83.0	7927	N0155	Illumina_DP_PBN	0.2998152419837621
84.0	5664	N0155	Illumina_DP_PBN	0.24862292637714012
85.0	4129	N0155	Illumina_DP_PBN	0.21917544107209513
86.0	3052	N0155	Illumina_DP_PBN	0.18648535963803822
87.0	1885	N0155	Illumina_DP_PBN	0.16328659031147147
88.0	1058	N0155	Illumina_DP_PBN	0.1351209267720153
89.0	461	N0155	Illumina_DP_PBN	0.10552635860854206
90.0	209	N0155	Illumina_DP_PBN	0.07118019871248504
91.0	78	N0155	Illumina_DP_PBN	0.04302722062446681
35.0	29	N0004	Illumina_DP_PBN	0.49054964141728535
36.0	76	N0004	Illumina_DP_PBN	0.5951346069756649
37.0	95	N0004	Illumina_DP_PBN	0.501987397950262
38.0	126	N0004	Illumina_DP_PBN	0.4699380098156652
39.0	170	N0004	Illumina_DP_PBN	0.4513087155773865
40.0	303	N0004	Illumina_DP_PBN	0.4688216203868769
41.0	495	N0004	Illumina_DP_PBN	0.5372878923461687
42.0	750	N0004	Illumina_DP_PBN	0.482030386167131
43.0	993	N0004	Illumina_DP_PBN	0.4591573423850265
44.0	1375	N0004	Illumina_DP_PBN	0.4761543804120103
45.0	1876	N0004	Illumina_DP_PBN	0.466222034777667
46.0	2463	N0004	Illumina_DP_PBN	0.4640574688217647
47.0	3436	N0004	Illumina_DP_PBN	0.4559313117906978
48.0	4925	N0004	Illumina_DP_PBN	0.4668306204767923
49.0	6767	N0004	Illumina_DP_PBN	0.46171611940528046
50.0	9639	N0004	Illumina_DP_PBN	0.4778849432528433
51.0	13673	N0004	Illumina_DP_PBN	0.49409244887323506
52.0	19147	N0004	Illumina_DP_PBN	0.5047203065216258
53.0	26724	N0004	Illumina_DP_PBN	0.5158639773576343
54.0	36751	N0004	Illumina_DP_PBN	0.5334164716827103
55.0	50205	N0004	Illumina_DP_PBN	0.5582914743513662
56.0	67687	N0004	Illumina_DP_PBN	0.578834490674512
57.0	88493	N0004	Illumina_DP_PBN	0.6120891240023304
58.0	115356	N0004	Illumina_DP_PBN	0.6456329613214
59.0	148777	N0004	Illumina_DP_PBN	0.6782632794666894
60.0	185459	N0004	Illumina_DP_PBN	0.7159087804972362
61.0	222026	N0004	Illumina_DP_PBN	0.7600544490029697
62.0	255653	N0004	Illumina_DP_PBN	0.8070050637165446
63.0	287417	N0004	Illumina_DP_PBN	0.8612513982102262
64.0	309156	N0004	Illumina_DP_PBN	0.9141248627880644
65.0	320836	N0004	Illumina_DP_PBN	0.9717136930292728
66.0	323338	N0004	Illumina_DP_PBN	1.0328131515161578
67.0	312749	N0004	Illumina_DP_PBN	1.0921184537461475
68.0	292109	N0004	Illumina_DP_PBN	1.1470246928713623
69.0	264198	N0004	Illumina_DP_PBN	1.203516883732383
70.0	229639	N0004	Illumina_DP_PBN	1.2618122945721615
71.0	191736	N0004	Illumina_DP_PBN	1.313944525370509
72.0	152586	N0004	Illumina_DP_PBN	1.3617155244290615
73.0	119662	N0004	Illumina_DP_PBN	1.409502628319228
74.0	91460	N0004	Illumina_DP_PBN	1.4382943382438842
75.0	68228	N0004	Illumina_DP_PBN	1.4529314565172733
76.0	50128	N0004	Illumina_DP_PBN	1.4430130021258603
77.0	36529	N0004	Illumina_DP_PBN	1.394753353319579
78.0	27119	N0004	Illumina_DP_PBN	1.3123272639738461
79.0	20210	N0004	Illumina_DP_PBN	1.1941514005219656
80.0	15320	N0004	Illumina_DP_PBN	1.0583064338953028
81.0	12554	N0004	Illumina_DP_PBN	0.9141442426280286
82.0	9678	N0004	Illumina_DP_PBN	0.8059245047577479
83.0	8187	N0004	Illumina_DP_PBN	0.7129857777764198
84.0	5893	N0004	Illumina_DP_PBN	0.6448353927074627
85.0	4376	N0004	Illumina_DP_PBN	0.6030591560616289
86.0	3181	N0004	Illumina_DP_PBN	0.5379984366301007
87.0	1828	N0004	Illumina_DP_PBN	0.505270832151145
88.0	1059	N0004	Illumina_DP_PBN	0.4204574149408229
89.0	518	N0004	Illumina_DP_PBN	0.38568048169263514
90.0	228	N0004	Illumina_DP_PBN	0.22825840458416563
91.0	83	N0004	Illumina_DP_PBN	0.14290609129758108
35.0	29	N1274	Illumina_DP_PBN	1.310164223818612
36.0	76	N1274	Illumina_DP_PBN	1.5194823229331071
37.0	94	N1274	Illumina_DP_PBN	1.5074430323672243
38.0	124	N1274	Illumina_DP_PBN	1.425188354033353
39.0	161	N1274	Illumina_DP_PBN	1.312101099798263
40.0	304	N1274	Illumina_DP_PBN	1.3330425552811962
41.0	493	N1274	Illumina_DP_PBN	1.3399886712987676
42.0	742	N1274	Illumina_DP_PBN	1.3360291995722218
43.0	973	N1274	Illumina_DP_PBN	1.332293807966472
44.0	1344	N1274	Illumina_DP_PBN	1.3217474988900686
45.0	1842	N1274	Illumina_DP_PBN	1.3156952618335835
46.0	2456	N1274	Illumina_DP_PBN	1.308333975570596
47.0	3446	N1274	Illumina_DP_PBN	1.296653069542205
48.0	4936	N1274	Illumina_DP_PBN	1.2798818323371828
49.0	6811	N1274	Illumina_DP_PBN	1.267794674499283
50.0	9645	N1274	Illumina_DP_PBN	1.243557673033589
51.0	13652	N1274	Illumina_DP_PBN	1.2142117446377176
52.0	19131	N1274	Illumina_DP_PBN	1.1919882544634466
53.0	26685	N1274	Illumina_DP_PBN	1.1660161374812015
54.0	36746	N1274	Illumina_DP_PBN	1.1467079122492811
55.0	50379	N1274	Illumina_DP_PBN	1.1300638474855873
56.0	67807	N1274	Illumina_DP_PBN	1.1162080060538444
57.0	88545	N1274	Illumina_DP_PBN	1.1010103950771397
58.0	115749	N1274	Illumina_DP_PBN	1.086309348062661
59.0	149187	N1274	Illumina_DP_PBN	1.0716478762341104
60.0	186243	N1274	Illumina_DP_PBN	1.0570794982078542
61.0	222801	N1274	Illumina_DP_PBN	1.0452377992250017
62.0	256530	N1274	Illumina_DP_PBN	1.0327925027209706
63.0	288556	N1274	Illumina_DP_PBN	1.0200925592873236
64.0	310250	N1274	Illumina_DP_PBN	1.0107802603670688
65.0	321415	N1274	Illumina_DP_PBN	1.0005695364530782
66.0	324308	N1274	Illumina_DP_PBN	0.9922069697901562
67.0	313310	N1274	Illumina_DP_PBN	0.9827818046317055
68.0	293257	N1274	Illumina_DP_PBN	0.9744471025105294
69.0	264887	N1274	Illumina_DP_PBN	0.9677186058515651
70.0	230518	N1274	Illumina_DP_PBN	0.9613209588262953
71.0	192321	N1274	Illumina_DP_PBN	0.9537105492333489
72.0	152879	N1274	Illumina_DP_PBN	0.9472331015807133
73.0	119954	N1274	Illumina_DP_PBN	0.9400109881980793
74.0	91628	N1274	Illumina_DP_PBN	0.9307441645059803
75.0	68311	N1274	Illumina_DP_PBN	0.9206502297570675
76.0	50286	N1274	Illumina_DP_PBN	0.9069496053803017
77.0	36940	N1274	Illumina_DP_PBN	0.884661301306726
78.0	27248	N1274	Illumina_DP_PBN	0.8507163217003508
79.0	20498	N1274	Illumina_DP_PBN	0.8112338949884378
80.0	15742	N1274	Illumina_DP_PBN	0.7649219405217771
81.0	12983	N1274	Illumina_DP_PBN	0.7142040502713476
82.0	10173	N1274	Illumina_DP_PBN	0.6563894022115324
83.0	8417	N1274	Illumina_DP_PBN	0.6132448302664343
84.0	6185	N1274	Illumina_DP_PBN	0.5895960267240817
85.0	4603	N1274	Illumina_DP_PBN	0.5734368848978079
86.0	3427	N1274	Illumina_DP_PBN	0.5604098753179796
87.0	2004	N1274	Illumina_DP_PBN	0.4542858153498981
88.0	1171	N1274	Illumina_DP_PBN	0.3831252261790722
89.0	521	N1274	Illumina_DP_PBN	0.33695256133110085
90.0	242	N1274	Illumina_DP_PBN	0.20951676172532324
91.0	84	N1274	Illumina_DP_PBN	0.13721879935738857
35.0	29	N0054	Illumina_DP_PBN	1.13648148795483
36.0	76	N0054	Illumina_DP_PBN	1.174095718115454
37.0	95	N0054	Illumina_DP_PBN	1.269415763947493
38.0	127	N0054	Illumina_DP_PBN	1.2652403406934494
39.0	184	N0054	Illumina_DP_PBN	1.2302530726138443
40.0	312	N0054	Illumina_DP_PBN	1.2307251012555822
41.0	508	N0054	Illumina_DP_PBN	1.2276179840479629
42.0	757	N0054	Illumina_DP_PBN	1.2401683708376965
43.0	997	N0054	Illumina_DP_PBN	1.2287929611164254
44.0	1378	N0054	Illumina_DP_PBN	1.2222555318373294
45.0	1880	N0054	Illumina_DP_PBN	1.216584467613351
46.0	2469	N0054	Illumina_DP_PBN	1.225397489962921
47.0	3427	N0054	Illumina_DP_PBN	1.2253493556766872
48.0	4932	N0054	Illumina_DP_PBN	1.222835142550836
49.0	6802	N0054	Illumina_DP_PBN	1.2077404392328022
50.0	9654	N0054	Illumina_DP_PBN	1.1856526530322002
51.0	13694	N0054	Illumina_DP_PBN	1.1664668683319546
52.0	19147	N0054	Illumina_DP_PBN	1.1487685849581166
53.0	26734	N0054	Illumina_DP_PBN	1.1338830244109748
54.0	36819	N0054	Illumina_DP_PBN	1.1220791678890873
55.0	50321	N0054	Illumina_DP_PBN	1.1100505168620896
56.0	67771	N0054	Illumina_DP_PBN	1.0993222468670691
57.0	88727	N0054	Illumina_DP_PBN	1.0879854907013908
58.0	115562	N0054	Illumina_DP_PBN	1.0752682541161502
59.0	148851	N0054	Illumina_DP_PBN	1.065554232635818
60.0	185580	N0054	Illumina_DP_PBN	1.0528652238070753
61.0	222406	N0054	Illumina_DP_PBN	1.041424615875271
62.0	256165	N0054	Illumina_DP_PBN	1.0315958116039758
63.0	288405	N0054	Illumina_DP_PBN	1.0202740303954334
64.0	310286	N0054	Illumina_DP_PBN	1.0111753474448264
65.0	321748	N0054	Illumina_DP_PBN	1.002387562903059
66.0	324743	N0054	Illumina_DP_PBN	0.9949453487799075
67.0	313847	N0054	Illumina_DP_PBN	0.9890145016115891
68.0	292616	N0054	Illumina_DP_PBN	0.9812047226877217
69.0	264657	N0054	Illumina_DP_PBN	0.9737966929050167
70.0	230159	N0054	Illumina_DP_PBN	0.9669484361010151
71.0	192150	N0054	Illumina_DP_PBN	0.9597267042771599
72.0	152780	N0054	Illumina_DP_PBN	0.9536646641544153
73.0	119875	N0054	Illumina_DP_PBN	0.9471005670093204
74.0	91525	N0054	Illumina_DP_PBN	0.9390785398244
75.0	68212	N0054	Illumina_DP_PBN	0.924710269906315
76.0	50071	N0054	Illumina_DP_PBN	0.9134117866878677
77.0	36443	N0054	Illumina_DP_PBN	0.8825180908612621
78.0	27158	N0054	Illumina_DP_PBN	0.8481157934206025
79.0	20312	N0054	Illumina_DP_PBN	0.8067878905397559
80.0	15415	N0054	Illumina_DP_PBN	0.7613268564481089
81.0	12627	N0054	Illumina_DP_PBN	0.7064834286264069
82.0	9816	N0054	Illumina_DP_PBN	0.6578430328847495
83.0	8278	N0054	Illumina_DP_PBN	0.6113004817517569
84.0	5963	N0054	Illumina_DP_PBN	0.5877630216850448
85.0	4454	N0054	Illumina_DP_PBN	0.5655611838579565
86.0	3111	N0054	Illumina_DP_PBN	0.49374203235432224
87.0	1868	N0054	Illumina_DP_PBN	0.42614290414129935
88.0	1121	N0054	Illumina_DP_PBN	0.37851216903951723
89.0	518	N0054	Illumina_DP_PBN	0.3156927768795445
90.0	239	N0054	Illumina_DP_PBN	0.22241843130442748
91.0	89	N0054	Illumina_DP_PBN	0.23321737792597855
35.0	29	N1272	Illumina_DP_PBN	1.8211030978719187
36.0	76	N1272	Illumina_DP_PBN	1.7605521662114583
37.0	97	N1272	Illumina_DP_PBN	1.8509213178828634
38.0	137	N1272	Illumina_DP_PBN	1.8199687226462167
39.0	174	N1272	Illumina_DP_PBN	1.7603074301747492
40.0	323	N1272	Illumina_DP_PBN	1.7615769165683672
41.0	534	N1272	Illumina_DP_PBN	1.7250825762748396
42.0	772	N1272	Illumina_DP_PBN	1.6826542985769928
43.0	987	N1272	Illumina_DP_PBN	1.6810108763398046
44.0	1385	N1272	Illumina_DP_PBN	1.625330431876391
45.0	1856	N1272	Illumina_DP_PBN	1.6004473932388965
46.0	2531	N1272	Illumina_DP_PBN	1.571432303743131
47.0	3533	N1272	Illumina_DP_PBN	1.5394223177815143
48.0	4965	N1272	Illumina_DP_PBN	1.5157156111932844
49.0	6863	N1272	Illumina_DP_PBN	1.4935850542356786
50.0	9716	N1272	Illumina_DP_PBN	1.4410397172165013
51.0	13833	N1272	Illumina_DP_PBN	1.3972866850237606
52.0	19328	N1272	Illumina_DP_PBN	1.3587411135879697
53.0	26748	N1272	Illumina_DP_PBN	1.3218660385346404
54.0	36820	N1272	Illumina_DP_PBN	1.2939037720899256
55.0	50359	N1272	Illumina_DP_PBN	1.2637035874505824
56.0	67517	N1272	Illumina_DP_PBN	1.2383610113981336
57.0	88732	N1272	Illumina_DP_PBN	1.2072816369840238
58.0	115589	N1272	Illumina_DP_PBN	1.1785217275296915
59.0	148985	N1272	Illumina_DP_PBN	1.1519414437065325
60.0	185299	N1272	Illumina_DP_PBN	1.1242815919871842
61.0	221997	N1272	Illumina_DP_PBN	1.0986545728461374
62.0	256227	N1272	Illumina_DP_PBN	1.0752267461871234
63.0	288132	N1272	Illumina_DP_PBN	1.0506610791404962
64.0	309986	N1272	Illumina_DP_PBN	1.0286966603657413
65.0	320164	N1272	Illumina_DP_PBN	1.0076209244398564
66.0	322857	N1272	Illumina_DP_PBN	0.9891553663706865
67.0	313182	N1272	Illumina_DP_PBN	0.9698981391663843
68.0	292450	N1272	Illumina_DP_PBN	0.9486394506036238
69.0	263849	N1272	Illumina_DP_PBN	0.9292753138815923
70.0	229499	N1272	Illumina_DP_PBN	0.9111168868587065
71.0	191197	N1272	Illumina_DP_PBN	0.8931230812965297
72.0	152216	N1272	Illumina_DP_PBN	0.873343707514904
73.0	119557	N1272	Illumina_DP_PBN	0.8508123585983396
74.0	91138	N1272	Illumina_DP_PBN	0.8246061947043933
75.0	67939	N1272	Illumina_DP_PBN	0.791725790158492
76.0	49861	N1272	Illumina_DP_PBN	0.7602454440721317
77.0	36572	N1272	Illumina_DP_PBN	0.711411696346922
78.0	27117	N1272	Illumina_DP_PBN	0.6567504396991793
79.0	19894	N1272	Illumina_DP_PBN	0.5873648959548133
80.0	15174	N1272	Illumina_DP_PBN	0.516851689688135
81.0	12332	N1272	Illumina_DP_PBN	0.448971234213128
82.0	9407	N1272	Illumina_DP_PBN	0.400194494460666
83.0	7747	N1272	Illumina_DP_PBN	0.34437607483145216
84.0	5453	N1272	Illumina_DP_PBN	0.3194878249967216
85.0	3927	N1272	Illumina_DP_PBN	0.2853866786528333
86.0	2648	N1272	Illumina_DP_PBN	0.24993008872252984
87.0	1754	N1272	Illumina_DP_PBN	0.2071902809662377
88.0	956	N1272	Illumina_DP_PBN	0.18648771749168636
89.0	416	N1272	Illumina_DP_PBN	0.13052031109594397
90.0	187	N1272	Illumina_DP_PBN	0.0831732181326976
91.0	63	N1272	Illumina_DP_PBN	0.029506632531127844
35.0	11	N0091	Illumina_DP_PBN	1.294201534929644
36.0	37	N0091	Illumina_DP_PBN	1.3687414262737323
37.0	65	N0091	Illumina_DP_PBN	1.448824453704099
38.0	106	N0091	Illumina_DP_PBN	1.4245516952897332
39.0	139	N0091	Illumina_DP_PBN	1.354111776095879
40.0	297	N0091	Illumina_DP_PBN	1.3537847239481793
41.0	485	N0091	Illumina_DP_PBN	1.3199694433749076
42.0	742	N0091	Illumina_DP_PBN	1.333648082885493
43.0	970	N0091	Illumina_DP_PBN	1.343354218836503
44.0	1341	N0091	Illumina_DP_PBN	1.3343590742300784
45.0	1827	N0091	Illumina_DP_PBN	1.3379447870742316
46.0	2481	N0091	Illumina_DP_PBN	1.3399253407498393
47.0	3477	N0091	Illumina_DP_PBN	1.327688003179795
48.0	4922	N0091	Illumina_DP_PBN	1.3114564700670617
49.0	6858	N0091	Illumina_DP_PBN	1.291492148291473
50.0	9657	N0091	Illumina_DP_PBN	1.2676821038334212
51.0	13696	N0091	Illumina_DP_PBN	1.2385769107602786
52.0	19152	N0091	Illumina_DP_PBN	1.2113394382907405
53.0	26622	N0091	Illumina_DP_PBN	1.1903272092882418
54.0	36617	N0091	Illumina_DP_PBN	1.1746173876874664
55.0	50107	N0091	Illumina_DP_PBN	1.1584074666553494
56.0	67461	N0091	Illumina_DP_PBN	1.1433310710606661
57.0	88218	N0091	Illumina_DP_PBN	1.1280451965891227
58.0	115183	N0091	Illumina_DP_PBN	1.1108939122780328
59.0	148469	N0091	Illumina_DP_PBN	1.0962874218899048
60.0	184572	N0091	Illumina_DP_PBN	1.080122533671296
61.0	220760	N0091	Illumina_DP_PBN	1.0650711486485602
62.0	253883	N0091	Illumina_DP_PBN	1.0506614393826614
63.0	285728	N0091	Illumina_DP_PBN	1.0349141825499235
64.0	306908	N0091	Illumina_DP_PBN	1.022160789502712
65.0	316984	N0091	Illumina_DP_PBN	1.0092106666534328
66.0	319331	N0091	Illumina_DP_PBN	0.9972399669157245
67.0	308669	N0091	Illumina_DP_PBN	0.9859296430742354
68.0	289918	N0091	Illumina_DP_PBN	0.9750904100384497
69.0	261664	N0091	Illumina_DP_PBN	0.963832565131703
70.0	227453	N0091	Illumina_DP_PBN	0.9512695728478076
71.0	189212	N0091	Illumina_DP_PBN	0.9387462724015975
72.0	150797	N0091	Illumina_DP_PBN	0.9263585515435945
73.0	118482	N0091	Illumina_DP_PBN	0.9115783443100186
74.0	90446	N0091	Illumina_DP_PBN	0.8925430228918697
75.0	67641	N0091	Illumina_DP_PBN	0.8683176741016981
76.0	49745	N0091	Illumina_DP_PBN	0.8394946556818261
77.0	36462	N0091	Illumina_DP_PBN	0.7947152143709115
78.0	27239	N0091	Illumina_DP_PBN	0.7416250268099432
79.0	20159	N0091	Illumina_DP_PBN	0.6764169475447295
80.0	15468	N0091	Illumina_DP_PBN	0.6045615583953727
81.0	12609	N0091	Illumina_DP_PBN	0.5305862297098378
82.0	9575	N0091	Illumina_DP_PBN	0.47560696877735703
83.0	8049	N0091	Illumina_DP_PBN	0.42785941253571474
84.0	5663	N0091	Illumina_DP_PBN	0.39860080864942204
85.0	4309	N0091	Illumina_DP_PBN	0.37068872952977955
86.0	2958	N0091	Illumina_DP_PBN	0.3369668042580301
87.0	1959	N0091	Illumina_DP_PBN	0.29060934339476596
88.0	1143	N0091	Illumina_DP_PBN	0.22098771070832257
89.0	571	N0091	Illumina_DP_PBN	0.17755431403979344
90.0	218	N0091	Illumina_DP_PBN	0.13730190427838146
91.0	85	N0091	Illumina_DP_PBN	0.09971776053245698
35.0	19	N1202	Illumina_DP_PBN	1.1547765097688198
36.0	68	N1202	Illumina_DP_PBN	1.1874299653736264
37.0	90	N1202	Illumina_DP_PBN	1.2787722704411917
38.0	127	N1202	Illumina_DP_PBN	1.3431409814311446
39.0	156	N1202	Illumina_DP_PBN	1.3101446005987651
40.0	306	N1202	Illumina_DP_PBN	1.3234667316610278
41.0	508	N1202	Illumina_DP_PBN	1.3216762665302606
42.0	743	N1202	Illumina_DP_PBN	1.3421918789412766
43.0	953	N1202	Illumina_DP_PBN	1.3469049236948556
44.0	1356	N1202	Illumina_DP_PBN	1.3481941993285353
45.0	1868	N1202	Illumina_DP_PBN	1.3377899696316886
46.0	2499	N1202	Illumina_DP_PBN	1.339078690262259
47.0	3451	N1202	Illumina_DP_PBN	1.3349538852559477
48.0	4932	N1202	Illumina_DP_PBN	1.3193780640046202
49.0	6852	N1202	Illumina_DP_PBN	1.303754266898556
50.0	9616	N1202	Illumina_DP_PBN	1.2776734656740567
51.0	13761	N1202	Illumina_DP_PBN	1.2518208643446458
52.0	19189	N1202	Illumina_DP_PBN	1.2269348447311519
53.0	26589	N1202	Illumina_DP_PBN	1.2049780557316487
54.0	36617	N1202	Illumina_DP_PBN	1.183853011901844
55.0	50182	N1202	Illumina_DP_PBN	1.1681130218013558
56.0	67498	N1202	Illumina_DP_PBN	1.1496907215004784
57.0	88505	N1202	Illumina_DP_PBN	1.1321978004201199
58.0	115367	N1202	Illumina_DP_PBN	1.1145172219203408
59.0	148555	N1202	Illumina_DP_PBN	1.0999333303734438
60.0	184654	N1202	Illumina_DP_PBN	1.0830843382371003
61.0	220782	N1202	Illumina_DP_PBN	1.0676505505845453
62.0	254115	N1202	Illumina_DP_PBN	1.0544658543960677
63.0	285687	N1202	Illumina_DP_PBN	1.0389281384910019
64.0	307234	N1202	Illumina_DP_PBN	1.0266721397828065
65.0	317808	N1202	Illumina_DP_PBN	1.013952535932201
66.0	320074	N1202	Illumina_DP_PBN	1.000917969088096
67.0	308814	N1202	Illumina_DP_PBN	0.9886553927683124
68.0	289923	N1202	Illumina_DP_PBN	0.9759304899825153
69.0	261935	N1202	Illumina_DP_PBN	0.9633970706848758
70.0	227753	N1202	Illumina_DP_PBN	0.9485175262874177
71.0	189494	N1202	Illumina_DP_PBN	0.9330896123871834
72.0	150951	N1202	Illumina_DP_PBN	0.9192561092177399
73.0	118713	N1202	Illumina_DP_PBN	0.9003916283437736
74.0	90577	N1202	Illumina_DP_PBN	0.8765386814801569
75.0	67455	N1202	Illumina_DP_PBN	0.8489142490933159
76.0	49675	N1202	Illumina_DP_PBN	0.8162577602122965
77.0	36483	N1202	Illumina_DP_PBN	0.7647690731873924
78.0	27214	N1202	Illumina_DP_PBN	0.7101169280102058
79.0	20167	N1202	Illumina_DP_PBN	0.6439818484585129
80.0	15538	N1202	Illumina_DP_PBN	0.5768771398325372
81.0	12610	N1202	Illumina_DP_PBN	0.5003481063061586
82.0	9562	N1202	Illumina_DP_PBN	0.4438754766701122
83.0	8040	N1202	Illumina_DP_PBN	0.39893409714702754
84.0	5717	N1202	Illumina_DP_PBN	0.37216576750597435
85.0	4208	N1202	Illumina_DP_PBN	0.3553000783378601
86.0	2865	N1202	Illumina_DP_PBN	0.319618746363038
87.0	1860	N1202	Illumina_DP_PBN	0.26602381001463216
88.0	1080	N1202	Illumina_DP_PBN	0.20243733082688148
89.0	536	N1202	Illumina_DP_PBN	0.16019732623965638
90.0	197	N1202	Illumina_DP_PBN	0.09874056283219387
91.0	78	N1202	Illumina_DP_PBN	0.04250107253526959
35.0	19	N1177	Illumina_DP_PBN	1.8779522711237941
36.0	69	N1177	Illumina_DP_PBN	1.857667386082168
37.0	94	N1177	Illumina_DP_PBN	1.762774830897716
38.0	134	N1177	Illumina_DP_PBN	1.794486714588339
39.0	162	N1177	Illumina_DP_PBN	1.737159379438144
40.0	313	N1177	Illumina_DP_PBN	1.7022251355646372
41.0	504	N1177	Illumina_DP_PBN	1.7083960946484695
42.0	740	N1177	Illumina_DP_PBN	1.6971862733402683
43.0	959	N1177	Illumina_DP_PBN	1.6899859452538164
44.0	1363	N1177	Illumina_DP_PBN	1.6578017188624055
45.0	1860	N1177	Illumina_DP_PBN	1.62483672747305
46.0	2500	N1177	Illumina_DP_PBN	1.6087436127320585
47.0	3453	N1177	Illumina_DP_PBN	1.589932120956832
48.0	4970	N1177	Illumina_DP_PBN	1.573099431306445
49.0	6857	N1177	Illumina_DP_PBN	1.5478329404534785
50.0	9575	N1177	Illumina_DP_PBN	1.530918515870656
51.0	13692	N1177	Illumina_DP_PBN	1.4984964761925401
52.0	19128	N1177	Illumina_DP_PBN	1.477144375345256
53.0	26632	N1177	Illumina_DP_PBN	1.4416028134231216
54.0	36618	N1177	Illumina_DP_PBN	1.4194537428166722
55.0	50119	N1177	Illumina_DP_PBN	1.3950519373938184
56.0	67465	N1177	Illumina_DP_PBN	1.3678469953707377
57.0	88338	N1177	Illumina_DP_PBN	1.337888563135273
58.0	115224	N1177	Illumina_DP_PBN	1.3077798722657064
59.0	148520	N1177	Illumina_DP_PBN	1.2734589396730038
60.0	184601	N1177	Illumina_DP_PBN	1.2381770365853058
61.0	220630	N1177	Illumina_DP_PBN	1.2024929006972611
62.0	254061	N1177	Illumina_DP_PBN	1.1648553520287201
63.0	285402	N1177	Illumina_DP_PBN	1.123968964244538
64.0	306936	N1177	Illumina_DP_PBN	1.0868516753299569
65.0	317123	N1177	Illumina_DP_PBN	1.0465415956608655
66.0	319535	N1177	Illumina_DP_PBN	1.0063772755862284
67.0	308539	N1177	Illumina_DP_PBN	0.9627741202505686
68.0	289857	N1177	Illumina_DP_PBN	0.9197241446351306
69.0	261817	N1177	Illumina_DP_PBN	0.8771887480518724
70.0	227542	N1177	Illumina_DP_PBN	0.8306045540088937
71.0	189400	N1177	Illumina_DP_PBN	0.7820110870408312
72.0	150954	N1177	Illumina_DP_PBN	0.734879465733582
73.0	118704	N1177	Illumina_DP_PBN	0.6818496960568318
74.0	90383	N1177	Illumina_DP_PBN	0.6186399924145489
75.0	67199	N1177	Illumina_DP_PBN	0.5600768227559222
76.0	49381	N1177	Illumina_DP_PBN	0.4890664600047356
77.0	36056	N1177	Illumina_DP_PBN	0.41277867055676215
78.0	26812	N1177	Illumina_DP_PBN	0.3358891167360218
79.0	19966	N1177	Illumina_DP_PBN	0.25695840254746366
80.0	15171	N1177	Illumina_DP_PBN	0.18924786881966194
81.0	12265	N1177	Illumina_DP_PBN	0.12640030434062902
82.0	9343	N1177	Illumina_DP_PBN	0.08377455968433402
83.0	7789	N1177	Illumina_DP_PBN	0.05676291311972634
84.0	5562	N1177	Illumina_DP_PBN	0.03411464740797277
85.0	4071	N1177	Illumina_DP_PBN	0.022095138044093812
86.0	2811	N1177	Illumina_DP_PBN	0.014337292559800732
87.0	1750	N1177	Illumina_DP_PBN	0.01017253181371259
88.0	1113	N1177	Illumina_DP_PBN	0.008812613680551582
89.0	615	N1177	Illumina_DP_PBN	0.006320868459102247
90.0	214	N1177	Illumina_DP_PBN	0.011308083357699481
91.0	78	N1177	Illumina_DP_PBN	0.014192168993119286
35.0	47	RW-TB008	Illumina_DP_PBN	1.5084282953943202
36.0	66	RW-TB008	Illumina_DP_PBN	1.3957510152580412
